,SaleDate,ParcelNumber,SaleAmount,Latitude,Longitude,RecordID_Int,Unit,UseCode,Style,Grade,YearBuilt,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,NumberOfStories,SquareFootageFinishedLiving,Address,FullAddress,Neighborhood,$/SqFt
5950,2003-06-02,25A090000,190000,38.0149828,-78.4947952,5281,,Single Family,2 Story,C,1980.0,3,1,2,0,2.00,1440.0,108 LIDE PL,108 LIDE PL,Ridge Street,131.94444444444446
5951,2000-07-03,25A090000,140000,38.0149828,-78.4947952,5281,,Single Family,2 Story,C,1980.0,3,1,2,0,2.00,1440.0,108 LIDE PL,108 LIDE PL,Ridge Street,97.22222222222223
5952,2019-10-02,25A090000,234020,38.0149828,-78.4947952,5281,,Single Family,2 Story,C,1980.0,3,1,2,0,2.00,1440.0,108 LIDE PL,108 LIDE PL,Ridge Street,162.51388888888889
5953,2001-06-14,25A091000,153900,38.014837,-78.4949728,5282,,Single Family,1 Story,C,1980.0,4,1,2,0,1.00,1120.0,106 LIDE PL,106 LIDE PL,Ridge Street,137.41071428571428
5954,2000-07-26,25A092000,119000,38.014806899999996,-78.49518359999998,5283,,Single Family,Split-Level (Avg),C,1979.0,3,1,1,0,1.00,1080.0,104 LIDE PL,104 LIDE PL,Ridge Street,110.18518518518519
5955,2018-06-15,25A094000,270000,38.014657899999996,-78.49563859999998,5285,,Single Family,Split-Level (Avg),C,1979.0,4,No dat,2,0,1.00,1104.0,100 LIDE PL,100 LIDE PL,Ridge Street,244.56521739130434
5956,2006-03-08,25A101000,329900,38.019043100000005,-78.4929307,5286,,Single Family,2 Story (Avg),C++,2005.0,4,0,3,1,2.00,1728.0,901 RAYMOND RD,901 RAYMOND RD,Ridge Street,190.91435185185185
5957,2006-03-22,25A102000,337900,38.018856799999995,-78.49298320000001,5287,,Single Family,2 Story (Avg),C++,2005.0,4,1,3,1,2.00,1796.0,903 RAYMOND RD,903 RAYMOND RD,Ridge Street,188.14031180400892
5958,2006-02-01,25A103000,296900,38.0187045,-78.4929867,5288,,Single Family,2 Story (Avg),C++,2005.0,3,0,3,1,2.00,1826.0,905 RAYMOND RD,905 RAYMOND RD,Ridge Street,162.5958378970427
5959,2020-01-06,25A103000,390000,38.0187045,-78.4929867,5288,,Single Family,2 Story (Avg),C++,2005.0,3,0,3,1,2.00,1826.0,905 RAYMOND RD,905 RAYMOND RD,Ridge Street,213.5815991237678
5960,2006-05-12,25A103000,380000,38.0187045,-78.4929867,5288,,Single Family,2 Story (Avg),C++,2005.0,3,0,3,1,2.00,1826.0,905 RAYMOND RD,905 RAYMOND RD,Ridge Street,208.105147864184
5961,2015-10-30,25A103000,339900,38.0187045,-78.4929867,5288,,Single Family,2 Story (Avg),C++,2005.0,3,0,3,1,2.00,1826.0,905 RAYMOND RD,905 RAYMOND RD,Ridge Street,186.14457831325302
5962,2009-07-27,25A104000,318000,38.018603000000006,-78.49301949999999,5289,,Single Family,2 Story (Avg),C++,2005.0,4,0,3,0,2.00,2251.0,907 RAYMOND RD,907 RAYMOND RD,Ridge Street,141.27054642381165
5963,2005-12-09,25A104000,313625,38.018603000000006,-78.49301949999999,5289,,Single Family,2 Story (Avg),C++,2005.0,4,0,3,0,2.00,2251.0,907 RAYMOND RD,907 RAYMOND RD,Ridge Street,139.3269657929809
5964,2005-12-09,25A104000,313625,38.018603000000006,-78.49301949999999,5289,,Single Family,2 Story (Avg),C++,2005.0,4,0,3,0,2.00,2251.0,907 RAYMOND RD,907 RAYMOND RD,Ridge Street,139.3269657929809
5965,2005-08-01,25A105000,314520,38.0184805,-78.49301949999999,5290,,Single Family-1 Conversion,2.5 Story (Avg),C,2005.0,4,1,3,0,2.50,2334.0,909 RAYMOND RD,909 RAYMOND RD,Ridge Street,134.75578406169666
5966,2012-05-10,25A106000,294000,38.0183217,-78.49306390000001,5291,,Single Family,2 Story (Avg),C++,2005.0,3,1,2,0,2.00,2251.0,911 RAYMOND RD,911 RAYMOND RD,Ridge Street,130.60861839182584
5967,2011-10-07,25A106000,290322,38.0183217,-78.49306390000001,5291,,Single Family,2 Story (Avg),C++,2005.0,3,1,2,0,2.00,2251.0,911 RAYMOND RD,911 RAYMOND RD,Ridge Street,128.97467792092402
5968,2005-06-30,25A106000,294202,38.0183217,-78.49306390000001,5291,,Single Family,2 Story (Avg),C++,2005.0,3,1,2,0,2.00,2251.0,911 RAYMOND RD,911 RAYMOND RD,Ridge Street,130.69835628609508
5969,2012-09-11,25A107000,309000,38.018199200000005,-78.49306390000001,5292,,Single Family,2.5 Story,C++,2005.0,4,1,3,0,2.50,2262.0,913 RAYMOND RD,913 RAYMOND RD,Ridge Street,136.604774535809
5970,2007-04-05,25A107000,369900,38.018199200000005,-78.49306390000001,5292,,Single Family,2.5 Story,C++,2005.0,4,1,3,0,2.50,2262.0,913 RAYMOND RD,913 RAYMOND RD,Ridge Street,163.52785145888595
5971,2006-05-12,25A109000,374900,38.0179135,-78.49306390000001,5293,,Single Family,2.5 Story,C++,2005.0,3,1,2,0,2.00,2262.0,917 RAYMOND RD,917 RAYMOND RD,Ridge Street,165.73828470380195
5972,2006-01-09,25A110000,349900,38.0177955,-78.4931083,5294,,Single Family,2 Story (Avg),C++,2005.0,4,0,3,0,2.00,2251.0,919 RAYMOND RD,919 RAYMOND RD,Ridge Street,155.44202576632608
5973,2005-08-29,25A111000,299703,38.0176731,-78.4931083,5295,,Single Family,2.5 Story,C++,2005.0,4,1,2,0,2.00,2055.0,921 RAYMOND RD,921 RAYMOND RD,Ridge Street,145.84087591240876
5974,2010-06-15,25A112000,335000,38.01751420000001,-78.4931527,5296,,Single Family,2 Story (Avg),C++,2005.0,4,0,3,0,2.00,2251.0,923 RAYMOND RD,923 RAYMOND RD,Ridge Street,148.82274544646825
5975,2005-08-30,25A112000,273806,38.01751420000001,-78.4931527,5296,,Single Family,2 Story (Avg),C++,2005.0,4,0,3,0,2.00,2251.0,923 RAYMOND RD,923 RAYMOND RD,Ridge Street,121.63749444691248
5976,2006-02-28,25A112000,345000,38.01751420000001,-78.4931527,5296,,Single Family,2 Story (Avg),C++,2005.0,4,0,3,0,2.00,2251.0,923 RAYMOND RD,923 RAYMOND RD,Ridge Street,153.26521545979566
5977,2005-08-10,25A113000,273525,38.01739179999999,-78.4931527,5297,,Single Family,2 Story (Avg),C++,2005.0,4,1,3,0,2.00,1848.0,925 RAYMOND RD,925 RAYMOND RD,Ridge Street,148.01136363636363
5978,2005-10-19,25A113000,325000,38.01739179999999,-78.4931527,5297,,Single Family,2 Story (Avg),C++,2005.0,4,1,3,0,2.00,1848.0,925 RAYMOND RD,925 RAYMOND RD,Ridge Street,175.86580086580088
5979,2005-08-05,25A114000,282275,38.017232899999996,-78.49319709999999,5298,,Single Family,2 Story (Avg),C++,2005.0,4,0,4,0,2.00,2251.0,927 RAYMOND RD,927 RAYMOND RD,Ridge Street,125.39982230119946
5980,2013-06-24,25A114000,322500,38.017232899999996,-78.49319709999999,5298,,Single Family,2 Story (Avg),C++,2005.0,4,0,4,0,2.00,2251.0,927 RAYMOND RD,927 RAYMOND RD,Ridge Street,143.26965792980897
5981,2005-06-24,25A115000,276725,38.0171105,-78.49319709999999,5299,,Single Family,2 Story (Avg),C++,2005.0,3,1,2,0,2.00,1848.0,929 RAYMOND RD,929 RAYMOND RD,Ridge Street,149.74296536796535
5982,2011-08-29,25A115000,270000,38.0171105,-78.49319709999999,5299,,Single Family,2 Story (Avg),C++,2005.0,3,1,2,0,2.00,1848.0,929 RAYMOND RD,929 RAYMOND RD,Ridge Street,146.1038961038961
5983,2005-07-15,25A116000,269900,38.0169516,-78.49324150000001,5300,,Single Family,2 Story (Avg),C++,2005.0,3,0,3,0,2.00,2251.0,931 RAYMOND RD,931 RAYMOND RD,Ridge Street,119.9022656597068
5984,2011-06-28,25A116100,289000,38.016797100000005,-78.4933303,5301,,Single Family,2 Story (Avg),C++,2010.0,3,1,3,0,2.00,1680.0,933 RAYMOND RD,933 RAYMOND RD,Ridge Street,172.02380952380952
5985,2007-08-01,25A116100,480000,38.016797100000005,-78.4933303,5301,,Single Family,2 Story (Avg),C++,2010.0,3,1,3,0,2.00,1680.0,933 RAYMOND RD,933 RAYMOND RD,Ridge Street,285.7142857142857
5986,2010-12-30,25A116100,682600,38.016797100000005,-78.4933303,5301,,Single Family,2 Story (Avg),C++,2010.0,3,1,3,0,2.00,1680.0,933 RAYMOND RD,933 RAYMOND RD,Ridge Street,406.3095238095238
5987,2008-03-03,25A116101,340000,38.01593870000001,-78.4937298,5302,,Single Family,2 Story,C++,2008.0,4,1,3,0,2.00,1913.0,948 RAYMOND RD,948 RAYMOND RD,Ridge Street,177.73131207527445
5988,2008-06-06,25A116101,355000,38.01593870000001,-78.4937298,5302,,Single Family,2 Story,C++,2008.0,4,1,3,0,2.00,1913.0,948 RAYMOND RD,948 RAYMOND RD,Ridge Street,185.57239937271302
5989,2008-07-08,25A116110,384825,38.0159211,-78.4935522,5303,,Single Family,2 Story,C++,2008.0,4,1,3,0,2.00,2254.0,946 RAYMOND RD,946 RAYMOND RD,Ridge Street,170.72981366459626
5990,2008-03-03,25A116110,340000,38.0159211,-78.4935522,5303,,Single Family,2 Story,C++,2008.0,4,1,3,0,2.00,2254.0,946 RAYMOND RD,946 RAYMOND RD,Ridge Street,150.84294587400177
5991,2012-06-22,25A116120,395000,38.015944399999995,-78.49337469999998,5304,,Single Family,2 Story,C++,2007.0,5,1,4,0,2.00,2452.0,944 RAYMOND RD,944 RAYMOND RD,Ridge Street,161.09298531810768
5992,2007-05-25,25A116120,505000,38.015944399999995,-78.49337469999998,5304,,Single Family,2 Story,C++,2007.0,5,1,4,0,2.00,2452.0,944 RAYMOND RD,944 RAYMOND RD,Ridge Street,205.9543230016313
5993,2007-12-08,25A116120,481965,38.015944399999995,-78.49337469999998,5304,,Single Family,2 Story,C++,2007.0,5,1,4,0,2.00,2452.0,944 RAYMOND RD,944 RAYMOND RD,Ridge Street,196.55995106035888
5994,2020-03-31,25A116120,515000,38.015944399999995,-78.49337469999998,5304,,Single Family,2 Story,C++,2007.0,5,1,4,0,2.00,2452.0,944 RAYMOND RD,944 RAYMOND RD,Ridge Street,210.0326264274062
5995,2007-05-25,25A116130,505000,38.0160581,-78.49328589999998,5305,,Single Family,2 Story,C++,2007.0,4,1,3,0,2.00,2388.0,942 RAYMOND RD,942 RAYMOND RD,Ridge Street,211.47403685092127
5996,2007-12-03,25A116130,493035,38.0160581,-78.49328589999998,5305,,Single Family,2 Story,C++,2007.0,4,1,3,0,2.00,2388.0,942 RAYMOND RD,942 RAYMOND RD,Ridge Street,206.46356783919597
5997,2008-03-27,25A116140,295250,38.016217,-78.49324150000001,5306,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,1564.0,940 RAYMOND RD,940 RAYMOND RD,Ridge Street,188.77877237851663
5998,2008-07-31,25A116140,306830,38.016217,-78.49324150000001,5306,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,1564.0,940 RAYMOND RD,940 RAYMOND RD,Ridge Street,196.18286445012788
5999,2007-12-06,25A116150,480000,38.016294200000004,-78.49319709999999,5307,,Single Family,2.5 Story,C++,2008.0,3,1,2,0,2.33,2301.0,938 RAYMOND RD,938 RAYMOND RD,Ridge Street,208.60495436766624
6000,2008-03-27,25A116150,295250,38.016294200000004,-78.49319709999999,5307,,Single Family,2.5 Story,C++,2008.0,3,1,2,0,2.33,2301.0,938 RAYMOND RD,938 RAYMOND RD,Ridge Street,128.31377661886137
6001,2008-08-14,25A116150,389900,38.016294200000004,-78.49319709999999,5307,,Single Family,2.5 Story,C++,2008.0,3,1,2,0,2.33,2301.0,938 RAYMOND RD,938 RAYMOND RD,Ridge Street,169.44806605823555
6002,2008-07-28,25A116160,340500,38.0164166,-78.49319709999999,5308,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,1590.0,936 RAYMOND RD,936 RAYMOND RD,Ridge Street,214.1509433962264
6003,2008-07-28,25A116160,340500,38.0164166,-78.49319709999999,5308,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,1590.0,936 RAYMOND RD,936 RAYMOND RD,Ridge Street,214.1509433962264
6004,2008-03-27,25A116160,295250,38.0164166,-78.49319709999999,5308,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,1590.0,936 RAYMOND RD,936 RAYMOND RD,Ridge Street,185.69182389937106
6005,2007-12-06,25A116160,480000,38.0164166,-78.49319709999999,5308,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,1590.0,936 RAYMOND RD,936 RAYMOND RD,Ridge Street,301.8867924528302
6006,2008-06-30,25A116170,362394,38.0165391,-78.49319709999999,5309,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,2116.0,934 RAYMOND RD,934 RAYMOND RD,Ridge Street,171.26370510396976
6007,2012-11-26,25A116170,308750,38.0165391,-78.49319709999999,5309,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,2116.0,934 RAYMOND RD,934 RAYMOND RD,Ridge Street,145.91209829867674
6008,2007-12-06,25A116170,480000,38.0165391,-78.49319709999999,5309,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,2116.0,934 RAYMOND RD,934 RAYMOND RD,Ridge Street,226.8431001890359
6009,2011-04-29,25A116200,429000,38.0167695,-78.49346340000001,5310,,Single Family,2 Story (Avg),C++,2008.0,4,1,4,0,2.00,2484.0,935 RAYMOND RD,935 RAYMOND RD,Ridge Street,172.70531400966183
6010,2010-12-30,25A116200,682600,38.0167695,-78.49346340000001,5310,,Single Family,2 Story (Avg),C++,2008.0,4,1,4,0,2.00,2484.0,935 RAYMOND RD,935 RAYMOND RD,Ridge Street,274.7987117552335
6011,2007-08-01,25A116200,480000,38.0167695,-78.49346340000001,5310,,Single Family,2 Story (Avg),C++,2008.0,4,1,4,0,2.00,2484.0,935 RAYMOND RD,935 RAYMOND RD,Ridge Street,193.23671497584542
6012,2007-08-01,25A116300,480000,38.016701,-78.49359659999998,5311,,Single Family,2 Story (Avg),C++,2009.0,5,0,5,0,2.00,2310.0,937 RAYMOND RD,937 RAYMOND RD,Ridge Street,207.7922077922078
6013,2017-07-17,25A116300,448200,38.016701,-78.49359659999998,5311,,Single Family,2 Story (Avg),C++,2009.0,5,0,5,0,2.00,2310.0,937 RAYMOND RD,937 RAYMOND RD,Ridge Street,194.02597402597402
6014,2010-01-04,25A116300,430800,38.016701,-78.49359659999998,5311,,Single Family,2 Story (Avg),C++,2009.0,5,0,5,0,2.00,2310.0,937 RAYMOND RD,937 RAYMOND RD,Ridge Street,186.4935064935065
6015,2007-08-01,25A116400,480000,38.0165917,-78.4937298,5312,,Single Family,2 Story (Avg),C++,2009.0,3,1,3,0,2.00,1680.0,939 RAYMOND RD,939 RAYMOND RD,Ridge Street,285.7142857142857
6016,2009-10-22,25A116400,339900,38.0165917,-78.4937298,5312,,Single Family,2 Story (Avg),C++,2009.0,3,1,3,0,2.00,1680.0,939 RAYMOND RD,939 RAYMOND RD,Ridge Street,202.32142857142858
6017,2019-02-07,25A116500,443000,38.016478,-78.4938186,5313,,Single Family,2 Story,C++,2008.0,4,1,3,0,2.00,2034.0,941 RAYMOND RD,941 RAYMOND RD,Ridge Street,217.79744346116027
6018,2007-12-06,25A116500,480000,38.016478,-78.4938186,5313,,Single Family,2 Story,C++,2008.0,4,1,3,0,2.00,2034.0,941 RAYMOND RD,941 RAYMOND RD,Ridge Street,235.9882005899705
6019,2008-11-18,25A116500,377593,38.016478,-78.4938186,5313,,Single Family,2 Story,C++,2008.0,4,1,3,0,2.00,2034.0,941 RAYMOND RD,941 RAYMOND RD,Ridge Street,185.64060963618485
6020,2010-07-29,25A116600,379500,38.016413899999996,-78.49399609999998,5314,,Single Family,1.5 Sty (Avg),C++,2008.0,4,3,3,0,1.90,1980.0,943 RAYMOND RD,943 RAYMOND RD,Ridge Street,191.66666666666666
6021,2008-05-29,25A116600,315000,38.016413899999996,-78.49399609999998,5314,,Single Family,1.5 Sty (Avg),C++,2008.0,4,3,3,0,1.90,1980.0,943 RAYMOND RD,943 RAYMOND RD,Ridge Street,159.0909090909091
6022,2009-09-04,25A116600,360000,38.016413899999996,-78.49399609999998,5314,,Single Family,1.5 Sty (Avg),C++,2008.0,4,3,3,0,1.90,1980.0,943 RAYMOND RD,943 RAYMOND RD,Ridge Street,181.8181818181818
6023,2008-01-29,25A116600,180000,38.016413899999996,-78.49399609999998,5314,,Single Family,1.5 Sty (Avg),C++,2008.0,4,3,3,0,1.90,1980.0,943 RAYMOND RD,943 RAYMOND RD,Ridge Street,90.9090909090909
6024,2008-01-29,25A116700,180000,38.0162551,-78.4940405,5315,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,1693.0,945 RAYMOND RD,945 RAYMOND RD,Ridge Street,106.32014176018902
6025,2017-11-08,25A116700,383750,38.0162551,-78.4940405,5315,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,1693.0,945 RAYMOND RD,945 RAYMOND RD,Ridge Street,226.66863555818074
6026,2008-07-03,25A116700,333000,38.0162551,-78.4940405,5315,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,1693.0,945 RAYMOND RD,945 RAYMOND RD,Ridge Street,196.69226225634966
6027,2008-03-03,25A116800,340000,38.0161282,-78.49399609999998,5316,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,2282.0,947 RAYMOND RD,947 RAYMOND RD,Ridge Street,148.99211218229624
6028,2008-06-23,25A116800,356700,38.0161282,-78.49399609999998,5316,,Single Family,2 Story (Avg),C++,2008.0,3,1,2,0,2.00,2282.0,947 RAYMOND RD,947 RAYMOND RD,Ridge Street,156.3102541630149
6029,2008-07-31,25A116900,304900,38.0160335,-78.493863,5317,,Single Family,2 Story (Avg),C++,2008.0,4,1,3,0,2.00,1538.0,949 RAYMOND RD,949 RAYMOND RD,Ridge Street,198.2444733420026
6030,2008-03-03,25A116900,340000,38.0160335,-78.493863,5317,,Single Family,2 Story (Avg),C++,2008.0,4,1,3,0,2.00,1538.0,949 RAYMOND RD,949 RAYMOND RD,Ridge Street,221.0663198959688
6031,2014-06-30,25A121000,350000,38.018735,-78.493736,5318,,Single Family Attached,2 Sty Attached,C +,2006.0,4,1,3,1,2.00,2319.0,217 BROOKWOOD DR,217 BROOKWOOD DR,Ridge Street,150.92712376024147
6032,2007-04-19,25A121000,385000,38.018735,-78.493736,5318,,Single Family Attached,2 Sty Attached,C +,2006.0,4,1,3,1,2.00,2319.0,217 BROOKWOOD DR,217 BROOKWOOD DR,Ridge Street,166.01983613626564
6033,2006-06-30,25A121000,320000,38.018735,-78.493736,5318,,Single Family Attached,2 Sty Attached,C +,2006.0,4,1,3,1,2.00,2319.0,217 BROOKWOOD DR,217 BROOKWOOD DR,Ridge Street,137.99051315222079
6034,2016-05-19,25A122000,340000,38.018629,-78.4937829,5319,,Single Family Attached,2 Sty Attached,C +,2006.0,4,1,4,1,2.00,2053.0,215 BROOKWOOD DR,215 BROOKWOOD DR,Ridge Street,165.61130053580126
6035,2006-06-30,25A122000,320000,38.018629,-78.4937829,5319,,Single Family Attached,2 Sty Attached,C +,2006.0,4,1,4,1,2.00,2053.0,215 BROOKWOOD DR,215 BROOKWOOD DR,Ridge Street,155.86945932781296
6036,2007-02-20,25A122000,339000,38.018629,-78.4937829,5319,,Single Family Attached,2 Sty Attached,C +,2006.0,4,1,4,1,2.00,2053.0,215 BROOKWOOD DR,215 BROOKWOOD DR,Ridge Street,165.12420847540184
6037,2009-02-17,25A122000,335000,38.018629,-78.4937829,5319,,Single Family Attached,2 Sty Attached,C +,2006.0,4,1,4,1,2.00,2053.0,215 BROOKWOOD DR,215 BROOKWOOD DR,Ridge Street,163.1758402338042
6038,2006-06-30,25A123000,320000,38.018536700000006,-78.49364249999998,5320,,Single Family Attached,2 Sty Attached,C +,2006.0,4,1,3,1,2.00,2053.0,213 BROOKWOOD DR,213 BROOKWOOD DR,Ridge Street,155.86945932781296
6039,2007-01-24,25A123000,339900,38.018536700000006,-78.49364249999998,5320,,Single Family Attached,2 Sty Attached,C +,2006.0,4,1,3,1,2.00,2053.0,213 BROOKWOOD DR,213 BROOKWOOD DR,Ridge Street,165.56259132976132
6040,2009-10-16,25A124000,327000,38.018451,-78.49377,5321,,Single Family Attached,2 Sty Attached,C +,2006.0,3,1,3,1,2.00,2337.0,211 BROOKWOOD DR,211 BROOKWOOD DR,Ridge Street,139.92297817715018
6041,2006-06-30,25A124000,320000,38.018451,-78.49377,5321,,Single Family Attached,2 Sty Attached,C +,2006.0,3,1,3,1,2.00,2337.0,211 BROOKWOOD DR,211 BROOKWOOD DR,Ridge Street,136.92768506632436
6042,2008-01-22,25A124000,375000,38.018451,-78.49377,5321,,Single Family Attached,2 Sty Attached,C +,2006.0,3,1,3,1,2.00,2337.0,211 BROOKWOOD DR,211 BROOKWOOD DR,Ridge Street,160.46213093709883
6043,2006-08-18,25A125000,400000,38.01838499999999,-78.493889,5322,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,4,1,2.00,2319.0,209 BROOKWOOD DR,209 BROOKWOOD DR,Ridge Street,172.48814144027597
6044,2017-07-20,25A125000,365000,38.01838499999999,-78.493889,5322,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,4,1,2.00,2319.0,209 BROOKWOOD DR,209 BROOKWOOD DR,Ridge Street,157.39542906425183
6045,2007-03-08,25A125000,384940,38.01838499999999,-78.493889,5322,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,4,1,2.00,2319.0,209 BROOKWOOD DR,209 BROOKWOOD DR,Ridge Street,165.9939629150496
6046,2006-08-18,25A126000,400000,38.018315,-78.493953,5323,,Single Family Attached,2 Sty Attached,C +,2007.0,4,0,3,1,2.00,2053.0,207 BROOKWOOD DR,207 BROOKWOOD DR,Ridge Street,194.8368241597662
6047,2007-04-03,25A126000,352785,38.018315,-78.493953,5323,,Single Family Attached,2 Sty Attached,C +,2007.0,4,0,3,1,2.00,2053.0,207 BROOKWOOD DR,207 BROOKWOOD DR,Ridge Street,171.83877252800778
6048,2006-08-18,25A127000,400000,38.018248,-78.494005,5324,,Single Family Attached,2 Sty Attached,C +,2007.0,3,1,2,1,2.00,2325.0,205 BROOKWOOD DR,205 BROOKWOOD DR,Ridge Street,172.04301075268816
6049,2010-05-07,25A127000,380000,38.018248,-78.494005,5324,,Single Family Attached,2 Sty Attached,C +,2007.0,3,1,2,1,2.00,2325.0,205 BROOKWOOD DR,205 BROOKWOOD DR,Ridge Street,163.44086021505376
6050,2007-05-04,25A127000,410000,38.018248,-78.494005,5324,,Single Family Attached,2 Sty Attached,C +,2007.0,3,1,2,1,2.00,2325.0,205 BROOKWOOD DR,205 BROOKWOOD DR,Ridge Street,176.34408602150538
6051,2007-05-01,25A128000,333806,38.018178999999996,-78.494055,5325,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,3,1,2.00,2053.0,203 BROOKWOOD DR,203 BROOKWOOD DR,Ridge Street,162.5942523136873
6052,2006-08-18,25A128000,400000,38.018178999999996,-78.494055,5325,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,3,1,2.00,2053.0,203 BROOKWOOD DR,203 BROOKWOOD DR,Ridge Street,194.8368241597662
6053,2007-04-16,25A129000,378585,38.01808,-78.494102,5326,,Single Family Attached,2 Sty Attached,C +,2007.0,3,1,3,1,2.00,2319.0,201 BROOKWOOD DR,201 BROOKWOOD DR,Ridge Street,163.2535575679172
6054,2006-08-18,25A129000,400000,38.01808,-78.494102,5326,,Single Family Attached,2 Sty Attached,C +,2007.0,3,1,3,1,2.00,2319.0,201 BROOKWOOD DR,201 BROOKWOOD DR,Ridge Street,172.48814144027597
6055,2008-05-22,25A130000,348000,38.0179771,-78.4940633,5327,,Single Family Attached,2 Story,C +,2007.0,3,1,2,1,2.00,2367.0,199 BROOKWOOD DR,199 BROOKWOOD DR,Ridge Street,147.02154626108998
6056,2016-07-19,25A130000,352900,38.0179771,-78.4940633,5327,,Single Family Attached,2 Story,C +,2007.0,3,1,2,1,2.00,2367.0,199 BROOKWOOD DR,199 BROOKWOOD DR,Ridge Street,149.09167722855935
6057,2007-01-18,25A130000,320000,38.0179771,-78.4940633,5327,,Single Family Attached,2 Story,C +,2007.0,3,1,2,1,2.00,2367.0,199 BROOKWOOD DR,199 BROOKWOOD DR,Ridge Street,135.1922264469793
6058,2007-01-18,25A131000,320000,38.017906700000005,-78.49407760000003,5328,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,4,1,2.00,2037.0,197 BROOKWOOD DR,197 BROOKWOOD DR,Ridge Street,157.09376534118803
6059,2007-06-22,25A131000,360200,38.017906700000005,-78.49407760000003,5328,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,4,1,2.00,2037.0,197 BROOKWOOD DR,197 BROOKWOOD DR,Ridge Street,176.82866961217476
6060,2017-11-02,25A131000,310000,38.017906700000005,-78.49407760000003,5328,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,4,1,2.00,2037.0,197 BROOKWOOD DR,197 BROOKWOOD DR,Ridge Street,152.1845851742759
6061,2017-11-02,25A131000,310000,38.017906700000005,-78.49407760000003,5328,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,4,1,2.00,2037.0,197 BROOKWOOD DR,197 BROOKWOOD DR,Ridge Street,152.1845851742759
6062,2007-01-18,25A132000,320000,38.017779,-78.494141,5329,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,3,1,2.00,2367.0,195 BROOKWOOD DR,195 BROOKWOOD DR,Ridge Street,135.1922264469793
6063,2014-06-23,25A132000,300000,38.017779,-78.494141,5329,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,3,1,2.00,2367.0,195 BROOKWOOD DR,195 BROOKWOOD DR,Ridge Street,126.74271229404309
6064,2008-02-28,25A132000,309278,38.017779,-78.494141,5329,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,3,1,2.00,2367.0,195 BROOKWOOD DR,195 BROOKWOOD DR,Ridge Street,130.6624419095902
6065,2007-05-31,25A133000,366395,38.01769,-78.49414999999998,5330,,Single Family Attached,2 Sty Attached,C +,2007.0,3,1,2,1,2.00,2194.0,193 BROOKWOOD DR,193 BROOKWOOD DR,Ridge Street,166.9986326344576
6066,2012-02-17,25A133000,275000,38.01769,-78.49414999999998,5330,,Single Family Attached,2 Sty Attached,C +,2007.0,3,1,2,1,2.00,2194.0,193 BROOKWOOD DR,193 BROOKWOOD DR,Ridge Street,125.34184138559708
6067,2007-01-18,25A133000,320000,38.01769,-78.49414999999998,5330,,Single Family Attached,2 Sty Attached,C +,2007.0,3,1,2,1,2.00,2194.0,193 BROOKWOOD DR,193 BROOKWOOD DR,Ridge Street,145.85232452142205
6068,2008-04-15,25A134000,400707,38.017567,-78.494106,5331,,Single Family Attached,2 Sty Attached,C +,2007.0,3,1,2,1,2.00,2387.0,191 BROOKWOOD DR,191 BROOKWOOD DR,Ridge Street,167.87054880603267
6069,2007-03-01,25A134000,320000,38.017567,-78.494106,5331,,Single Family Attached,2 Sty Attached,C +,2007.0,3,1,2,1,2.00,2387.0,191 BROOKWOOD DR,191 BROOKWOOD DR,Ridge Street,134.05948889819857
6070,2007-03-01,25A135000,320000,38.017542999999996,-78.494233,5332,,Single Family Attached,2 Sty Attached,C +,2007.0,4,1,3,1,2.00,2044.0,189 BROOKWOOD DR,189 BROOKWOOD DR,Ridge Street,156.55577299412917
